"","Gene","Module"
"14573","PHLDB1","blue"
"14574","MIR6716","blue"
"14575","TREH","turquoise"
"14576","DDX6","green"
"14577","CXCR5","turquoise"
"14578","BCL9L","blue"
"14579","UPK2","turquoise"
"14580","FOXR1","turquoise"
"14581","CENATAC-DT","turquoise"
"14582","CENATAC","blue"
"14583","RPL23AP64","blue"
"14584","RPS25","green"
"14585","TRAPPC4","blue"
"14586","SLC37A4","brown"
"14587","HYOU1","blue"
"14588","VPS11","grey"
"14589","HMBS","brown"
"14590","H2AX","red"
"14591","DPAGT1","brown"
"14592","107984397","brown"
"14593","C2CD2L","black"
"14594","HINFP","brown"
"14595","ABCG4","turquoise"
"14596","NLRX1","blue"
"14597","NHERF4","turquoise"
"14598","DRC12","turquoise"
"14599","CBL","red"
"14600","MCAM","purple"
"14601","MIR6756","green"
"14602","RNF26","blue"
"14603","C1QTNF5","yellow"
"14604","MFRP","yellow"
"14605","USP2","blue"
"14606","USP2-AS1","turquoise"
"14607","THY1","purple"
"14608","LOC107984398","turquoise"
"14609","NECTIN1","blue"
"14610","NECTIN1-AS1","turquoise"
"14611","TRIM29","midnightblue"
"14612","LOC105369529","turquoise"
"14613","LOC107984399","turquoise"
"14614","OAF","yellow"
"14615","POU2F3","turquoise"
"14616","LOC105369531","turquoise"
"14617","TLCD5","turquoise"
"14618","ARHGEF12","blue"
"14619","GRIK4","turquoise"
"14620","LOC105369532","turquoise"
"14621","LOC101929227","turquoise"
"14622","TBCEL","red"
"14623","TECTA","turquoise"
"14624","SC5D","blue"
"14625","SORL1-AS1","blue"
"14626","SORL1","grey"
"14627","LOC105369535","brown"
"14628","MIR100HG","yellow"
"14629","BLID","brown"
"14630","UBASH3B","greenyellow"
"14631","CRTAM","grey"
"14632","JHY","turquoise"
"14633","BSX","turquoise"
"14634","SAE1P1","turquoise"
"14635","HSPA8","green"
"14636","101929289","blue"
"14637","CLMP","yellow"
"14638","GRAMD1B","turquoise"
"14639","SCN3B","yellow"
"14640","ZNF202","blue"
"14641","OR6X1","turquoise"
"14642","OR6M1","turquoise"
"14643","TMEM225","turquoise"
"14644","OR8D4","turquoise"
"14645","OR4D5","turquoise"
"14646","OR6T1","turquoise"
"14647","OR10S1","turquoise"
"14648","OR10G4","turquoise"
"14649","OR10G9","turquoise"
"14650","OR10G8","turquoise"
"14651","OR10G7","turquoise"
"14652","VWA5A","yellow"
"14653","OR10D3","turquoise"
"14654","OR8G2P","turquoise"
"14655","OR8G1","turquoise"
"14656","OR8G5","salmon"
"14657","OR8D1","turquoise"
"14658","OR8D2","turquoise"
"14659","OR8B2","turquoise"
"14660","OR8B3","turquoise"
"14661","OR8B4","turquoise"
"14662","OR8B8","turquoise"
"14663","OR8B12","turquoise"
"14664","OR8A1","turquoise"
"14665","PANX3","turquoise"
"14666","TBRG1","blue"
"14667","SIAE","yellow"
"14668","SPA17","green"
"14669","NRGN","turquoise"
"14670","VSIG2","yellow"
"14671","ESAM","yellow"
"14672","ESAM-AS1","yellow"
"14673","MSANTD2","blue"
"14674","MSANTD2-AS1","turquoise"
"14675","ROBO3","turquoise"
"14676","ROBO4","yellow"
"14677","LOC107984406","yellow"
"14678","HEPACAM","yellow"
"14679","HEPN1","yellow"
"14680","CCDC15","blue"
"14681","SLC37A2","turquoise"
"14682","TMEM218","yellow"
"14683","PKNOX2","yellow"
"14684","PKNOX2-AS1","turquoise"
"14685","FEZ1","yellow"
"14686","LOC403312","turquoise"
"14687","STT3A-AS1","blue"
"14688","EI24","green"
"14689","STT3A","blue"
"14690","CHEK1","grey"
"14691","ACRV1","grey"
"14692","PATE1","turquoise"
"14693","PATE2","turquoise"
"14694","PATE3","turquoise"
"14695","105369552","blue"
"14696","PATE4","turquoise"
"14697","HYLS1","grey"
"14698","PUS3","blue"
"14699","DDX25","turquoise"
"14700","VSIG10L2","black"
"14701","CDON","yellow"
"14702","RPUSD4","blue"
"14703","FAM118B","blue"
"14704","SRPRA","blue"
"14705","FOXRED1","brown"
"14706","TIRAP","black"
"14707","TIRAP-AS1","grey"
"14708","DCPS","blue"
"14709","GSEC","grey"
"14710","ST3GAL4","grey"
"14711","KIRREL3","turquoise"
"14712","LOC101929427","grey"
"14713","LOC105369558","turquoise"
"14714","LOC101929473","turquoise"
"14715","ETS1","purple"
"14716","LOC101929538","turquoise"
"14717","FLI1","yellow"
"14718","KCNJ1","blue"
"14719","KCNJ5","turquoise"
"14720","KCNJ5-AS1","turquoise"
"14721","TP53AIP1","turquoise"
"14722","ARHGAP32","turquoise"
"14723","LOC399975","blue"
"14724","BARX2","blue"
"14725","107984410","turquoise"
"14726","TMEM45B","turquoise"
"14727","NFRKB","grey"
"14728","PRDM10","grey"
"14729","PRDM10-DT","pink"
"14730","APLP2","green"
"14731","ST14","blue"
"14732","ZBTB44","brown"
"14733","ZBTB44-DT","turquoise"
"14734","ADAMTS8","yellow"
"14735","ADAMTS15","blue"
"14736","LINC02873","turquoise"
"14737","LINC02551","turquoise"
"14738","103611081","red"
"14739","SNX19","blue"
"14740","NTM","turquoise"
"14741","LOC107984413","black"
"14742","OPCML","turquoise"
"14743","SPATA19","turquoise"
"14744","283174","turquoise"
"14745","IGSF9B","black"
"14746","LINC02731","turquoise"
"14747","JAM3","yellow"
"14748","NCAPD3","grey"
"14749","SNORD153","yellow"
"14750","VPS26B","blue"
"14751","THYN1","turquoise"
"14752","ACAD8","turquoise"
"14753","GLB1L3","turquoise"
"14754","GLB1L2","turquoise"
"14755","B3GAT1","grey"
"14756","LOC100507548","turquoise"
"14757","107987373","yellow"
"14758","107987374","yellow"
"14759","112267876","purple"
"14760","102724852","purple"
"14761","WASH8P","brown"
"14762","LOC107987170","turquoise"
"14763","FAM138D","turquoise"
"14764","IQSEC3","yellow"
"14765","LOC574538","turquoise"
"14766","IQSEC3-AS1","yellow"
"14767","SLC6A12","turquoise"
"14768","SLC6A12-AS1","turquoise"
"14769","SLC6A13","turquoise"
"14770","KDM5A","blue"
"14771","CCDC77","blue"
"14772","B4GALNT3","brown"
"14773","NINJ2","grey"
"14774","NINJ2-AS1","grey"
"14775","WNK1","green"
"14776","RAD52","blue"
"14777","ERC1","grey"
"14778","LOC107987182","blue"
"14779","LINC00942","turquoise"
"14780","WNT5B","blue"
"14781","FBXL14","blue"
"14782","ADIPOR2","blue"
"14783","CACNA2D4","turquoise"
"14784","LRTM2","pink"
"14785","LINC00940","brown"
"14786","DCP1B","grey"
"14787","CACNA1C","yellow"
"14788","LOC107984131","blue"
"14789","CACNA1C-AS2","brown"
"14790","CACNA1C-AS1","turquoise"
"14791","LINC02371","turquoise"
"14792","ITFG2-AS1","brown"
"14793","FKBP4","brown"
"14794","ITFG2","brown"
"14795","NRIP2","yellow"
"14796","TEX52","black"
"14797","FOXM1","blue"
"14798","RHNO1","yellow"
"14799","TULP3","turquoise"
"14800","TEAD4","turquoise"
"14801","TSPAN9","blue"
"14802","LINC02827","black"
"14803","LOC100128253","turquoise"
"14804","PRMT8","turquoise"
"14805","CRACR2A","grey"
"14806","PARP11","red"
"14807","CCND2-AS1","purple"
"14808","CCND2","purple"
"14809","TIGAR","brown"
"14810","FGF23","turquoise"
"14811","FGF6","turquoise"
"14812","FERRY3","brown"
"14813","RAD51AP1","blue"
"14814","DYRK4","purple"
"14815","AKAP3","turquoise"
"14816","NDUFA9","black"
"14817","GALNT8","turquoise"
"14818","KCNA6","turquoise"
"14819","KCNA1","yellow"
"14820","KCNA5","yellow"
"14821","NTF3","turquoise"
"14822","ANO2","yellow"
"14823","VWF","yellow"
"14824","CD9","green"
"14825","LOC105369625","grey"
"14826","PLEKHG6","grey"
"14827","TNFRSF1A","blue"
"14828","LOC112268088","black"
"14829","SCNN1A","black"
"14830","LOC107984500","black"
"14831","LOC105369626","brown"
"14832","LTBR","green"
"14833","CD27-AS1","brown"
"14834","CD27","grey"
"14835","TAPBPL","blue"
"14836","VAMP1","brown"
"14837","MRPL51","blue"
"14838","NCAPD2","yellow"
"14839","SCARNA10","green"
"14840","GAPDH-DT","yellow"
"14841","GAPDH","green"
"14842","IFFO1","yellow"
"14843","NOP2","yellow"
"14844","CHD4","green"
"14845","SCARNA11","blue"
"14846","LPAR5","blue"
"14847","ACRBP","brown"
"14848","ING4","turquoise"
"14849","ZNF384","brown"
"14850","PIANP","turquoise"
"14851","COPS7A","blue"
"14852","MLF2","blue"
"14853","PTMS","blue"
"14854","LAG3","blue"
"14855","CD4","grey"
"14856","GPR162","brown"
"14857","P3H3","brown"
"14858","GNB3","brown"
"14859","CDCA3","blue"
"14860","USP5","blue"
"14861","TPI1","green"
"14862","SPSB2","blue"
"14863","LOC105369632","blue"
"14864","RPL13P5","turquoise"
"14865","DSTNP2","turquoise"
"14866","LRRC23","turquoise"
"14867","ENO2","turquoise"
"14868","ATN1","brown"
"14869","C12orf57","green"
"14870","PTPN6","grey"
"14871","MIR200CHG","brown"
"14872","MIR141","blue"
"14873","PHB2","green"
"14874","SCARNA12","green"
"14875","EMG1","blue"
"14876","LPCAT3","grey"
"14877","C1S","purple"
"14878","C1R","purple"
"14879","C1RL","blue"
"14880","C1RL-AS1","brown"
"14881","RBP5","brown"
"14882","CLSTN3","brown"
"14883","PEX5","blue"
"14884","ACSM4","blue"
"14885","CD163L1","blue"
"14886","CD163","grey"
"14887","APOBEC1","turquoise"
"14888","GDF3","turquoise"
"14889","DPPA3","turquoise"
"14890","CLEC4C","blue"
"14891","NANOGNB","turquoise"
"14892","NANOG","turquoise"
"14893","SLC2A14","turquoise"
"14894","SLC2A3","yellow"
"14895","FOXJ2","grey"
"14896","C3AR1","grey"
"14897","NECAP1","brown"
"14898","CLEC4A","blue"
"14899","POU5F1P3","turquoise"
"14900","ZNF705A","turquoise"
"14901","FAM66C","grey"
"14902","FAM90A1","turquoise"
"14903","FAM86FP","turquoise"
"14904","LINC02449","blue"
"14905","LOC112268090","grey"
"14906","LINC00937","turquoise"
"14907","LOC101927966","green"
"14908","CLEC6A","turquoise"
"14909","CLEC4D","blue"
"14910","CLEC4E","magenta"
"14911","AICDA","grey"
"14912","MFAP5","yellow"
"14913","RIMKLB","blue"
"14914","A2ML1","greenyellow"
"14915","PHC1","brown"
"14916","M6PR","green"
"14917","KLRG1","magenta"
"14918","A2M-AS1","brown"
"14919","A2M","purple"
"14920","PZP","red"
"14921","MIR1244-3","grey"
"14922","LINC00987","grey"
"14923","LOC642846","blue"
"14924","107984489","blue"
"14925","LINC02367","blue"
"14926","LOC728715","blue"
"14927","107987172","blue"
"14928","DDX12P","blue"
"14929","LOC408186","blue"
"14930","KLRB1","magenta"
"14931","LOC374443","blue"
"14932","CLEC2D","blue"
"14933","CLECL1P","magenta"
"14934","CD69","magenta"
"14935","KLRF1","brown"
"14936","CLEC2B","red"
"14937","KLRF2","turquoise"
"14938","CLEC2A","turquoise"
"14939","CLEC12A","grey"
"14940","CLEC1B","salmon"
"14941","CLEC12B","turquoise"
"14942","CLEC9A","brown"
"14943","CLEC1A","yellow"
"14944","CLEC7A","black"
"14945","OLR1","blue"
"14946","TMEM52B","blue"
"14947","GABARAPL1","yellow"
"14948","KLRD1","magenta"
"14949","KLRK1-AS1","blue"
"14950","KLRC4-KLRK1","magenta"
"14951","KLRK1","magenta"
"14952","KLRC4","blue"
"14953","KLRC3","blue"
"14954","KLRC2","blue"
"14955","KLRC1","blue"
"14956","EIF2S3B","brown"
"14957","KLRA1P","blue"
"14958","MAGOHB","blue"
"14959","STYK1","grey"
"14960","YBX3","turquoise"
"14961","TAS2R7","turquoise"
"14962","TAS2R8","salmon"
"14963","TAS2R9","turquoise"
"14964","107984459","blue"
"14965","TAS2R10","blue"
"14966","PRH1-PRR4","blue"
"14967","PRR4","blue"
"14968","PRH1","blue"
"14969","TAS2R13","blue"
"14970","PRH2","blue"
"14971","PRH1-TAS2R14","blue"
"14972","TAS2R14","blue"
"14973","TAS2R50","blue"
"14974","TAS2R20","blue"
"14975","TAS2R19","blue"
"14976","TAS2R31","blue"
"14977","TAS2R46","blue"
"14978","TAS2R43","blue"
"14979","TAS2R30","blue"
"14980","SMIM10L1","blue"
"14981","TAS2R42","green"
"14982","PRB3","turquoise"
"14983","PRB4","turquoise"
"14984","PRB1","salmon"
"14985","PRB2","turquoise"
"14986","LINC01252","cyan"
"14987","ETV6","turquoise"
"14988","BCL2L14","grey"
"14989","MIR1244-4","grey"
"14990","LRP6","black"
"14991","MANSC1","brown"
"14992","LOH12CR2","turquoise"
"14993","BORCS5","turquoise"
"14994","107984485","turquoise"
"14995","DUSP16","grey"
"14996","CREBL2","yellow"
"14997","GPR19","turquoise"
"14998","CDKN1B","blue"
"14999","LOC105369663","grey"
"15000","APOLD1","yellow"
"15001","107984129","purple"
"15002","MIR613","blue"
"15003","DDX47","black"
"15004","RPL13AP20","turquoise"
"15005","GPRC5A","brown"
"15006","MIR614","blue"
"15007","GPRC5D-AS1","blue"
"15008","GPRC5D","yellow"
"15009","HEBP1","blue"
"15010","HTR7P1","yellow"
"15011","FAM234B","grey"
"15012","GSG1","turquoise"
"15013","EMP1","purple"
"15014","LINC01559","blue"
"15015","GRIN2B","turquoise"
"15016","LOC105369668","turquoise"
"15017","ATF7IP","turquoise"
"15018","PLBD1","brown"
"15019","LOC101928317","blue"
"15020","C12orf60","green"
"15021","GUCY2C","blue"
"15022","LOC105369669","yellow"
"15023","H4C16","brown"
"15024","H2AJ","grey"
"15025","WBP11","turquoise"
"15026","SMCO3","turquoise"
"15027","ART4","red"
"15028","MGP","purple"
"15029","ERP27","grey"
"15030","ARHGDIB","green"
"15031","PDE6H","turquoise"
"15032","107984506","grey"
"15033","RERG","yellow"
"15034","PTPRO","grey"
"15035","EPS8","red"
"15036","LOC102724146","blue"
"15037","STRAP","brown"
"15038","DERA","black"
"15039","LOC101928362","turquoise"
"15040","SLC15A5","green"
"15041","MGST1","brown"
"15042","107984494","blue"
"15043","LMO3","grey"
"15044","SKP1P2","turquoise"
"15045","RERGL","yellow"
"15046","PIK3C2G","grey"
"15047","PLCZ1","turquoise"
"15048","CAPZA3","turquoise"
"15049","PLEKHA5","blue"
"15050","112268092","blue"
"15051","AEBP2","turquoise"
"15052","LOC101928387","blue"
"15053","PDE3A","red"
"15054","SLCO1C1","red"
"15055","SLCO1B3","turquoise"
"15056","SLCO1B3-SLCO1B7","turquoise"
"15057","SLCO1B7","turquoise"
"15058","SLCO1B1","turquoise"
"15059","SLCO1A2","grey"
"15060","IAPP","blue"
"15061","PYROXD1","blue"
"15062","RECQL","black"
"15063","GOLT1B","blue"
"15064","SPX","red"
"15065","GYS2","red"
"15066","LDHB","brown"
"15067","LOC105369689","red"
"15068","KCNJ8","yellow"
"15069","ABCC9","yellow"
"15070","CMAS","black"
"15071","LOC105369690","blue"
"15072","ST8SIA1","black"
"15073","LOC112268093","blue"
"15074","LOC105369151","black"
"15075","C2CD5","blue"
"15076","ETNK1","turquoise"
"15077","SOX5","yellow"
"15078","MIR920","blue"
"15079","LINC00477","turquoise"
"15080","BCAT1","black"
"15081","LOC105369699","blue"
"15082","LINC02909","turquoise"
"15083","IRAG2","magenta"
"15084","DNAI7","turquoise"
"15085","ETFRF1","blue"
"15086","KRAS","blue"
"15087","LMNTD1","turquoise"
"15088","RASSF8-AS1","grey"
"15089","RASSF8","turquoise"
"15090","BHLHE41","turquoise"
"15091","SSPN","purple"
"15092","ITPR2-AS1","blue"
"15093","LOC105369705","blue"
"15094","ITPR2","turquoise"
"15095","INTS13","blue"
"15096","FGFR1OP2","black"
"15097","TM7SF3","grey"
"15098","MED21","grey"
"15099","C12orf71","turquoise"
"15100","STK38L","black"
"15101","BMAL2","grey"
"15102","BMAL2-AS1","grey"
"15103","SMCO2","turquoise"
"15104","PPFIBP1","turquoise"
"15105","REP15","turquoise"
"15106","MRPS35","blue"
"15107","MANSC4","green"
"15108","KLHL42","grey"
"15109","PTHLH","turquoise"
"15110","LOC729291","grey"
"15111","CCDC91","blue"
"15112","101928705","turquoise"
"15113","FAR2","blue"
"15114","LOC100506606","blue"
"15115","ERGIC2","turquoise"
"15116","OVCH1-AS1","turquoise"
"15117","OVCH1","turquoise"
"15118","TMTC1","yellow"
"15119","IPO8","brown"
"15120","CAPRIN2","blue"
"15121","TSPAN11","yellow"
"15122","DDX11-AS1","turquoise"
"15123","DDX11","brown"
"15124","OVOS2","blue"
"15125","SINHCAF","yellow"
"15126","FLJ13224","grey"
"15127","DENND5B","brown"
"15128","ETFBKMT","green"
"15129","AMN1","blue"
"15130","H3-5","turquoise"
"15131","RESF1","blue"
"15132","BICD1","blue"
"15133","FGD4","red"
"15134","DNM1L","blue"
"15135","YARS2","grey"
"15136","PKP2","turquoise"
"15137","SYT10","turquoise"
"15138","ALG10","brown"
"15139","ALG10B","brown"
"15140","CPNE8","brown"
"15141","KIF21A","blue"
"15142","LOC101927019","blue"
"15143","ABCD2","red"
"15144","REDIC1","green"
"15145","SLC2A13","blue"
"15146","LRRK2","red"
"15147","LOC105369736","grey"
"15148","MUC19","turquoise"
"15149","CNTN1","yellow"
"15150","PDZRN4","yellow"
"15151","LOC107984498","turquoise"
"15152","GXYLT1","brown"
"15153","YAF2","blue"
"15154","ZCRB1","grey"
"15155","PPHLN1","yellow"
"15156","PRICKLE1","greenyellow"
"15157","ADAMTS20","turquoise"
"15158","PUS7L","blue"
"15159","IRAK4","blue"
"15160","TWF1","grey"
"15161","TMEM117","brown"
"15162","NELL2","grey"
"15163","DBX2","yellow"
"15164","RACGAP1P1","turquoise"
"15165","PLEKHA8P1","turquoise"
"15166","ANO6","yellow"
"15167","LOC105369743","green"
"15168","LINC00938","grey"
"15169","ARID2","turquoise"
"15170","LOC105369745","turquoise"
"15171","SCAF11","blue"
"15172","SLC38A1","turquoise"
"15173","LOC105378248","blue"
"15174","SLC38A2","turquoise"
"15175","SLC38A4-AS1","turquoise"
"15176","SLC38A4","blue"
"15177","AMIGO2","yellow"
"15178","PCED1B","grey"
"15179","PCED1B-AS1","magenta"
"15180","LOC105369746","blue"
"15181","LINC02416","blue"
"15182","RPAP3","blue"
"15183","RPAP3-DT","turquoise"
"15184","ENDOU","turquoise"
"15185","RAPGEF3","blue"
"15186","SLC48A1","blue"
"15187","HDAC7","brown"
"15188","VDR","turquoise"
"15189","TMEM106C","blue"
"15190","COL2A1","turquoise"
"15191","LOC105369752","turquoise"
"15192","SENP1","brown"
"15193","PFKM","turquoise"
"15194","ASB8","blue"
"15195","CCDC184","blue"
"15196","OR10AD1","blue"
"15197","H1-7","pink"
"15198","ZNF641","grey"
"15199","C12orf54","turquoise"
"15200","ANP32D","turquoise"
"15201","OR8S1","turquoise"
"15202","LALBA","turquoise"
"15203","KANSL2","turquoise"
"15204","SNORA2A","blue"
"15205","CCNT1","turquoise"
"15206","SPMIP11","turquoise"
"15207","ADCY6","blue"
"15208","LOC101927241","pink"
"15209","CACNB3","red"
"15210","DDX23","blue"
"15211","RND1","black"
"15212","CCDC65","blue"
"15213","FKBP11","yellow"
"15214","ARF3","blue"
"15215","WNT10B","pink"
"15216","WNT1","pink"
"15217","DDN","turquoise"
"15218","DDN-AS1","blue"
"15219","PRKAG1","grey"
"15220","KMT2D","green"
"15221","RHEBL1","grey"
"15222","DHH","yellow"
"15223","LMBR1L","brown"
"15224","TUBA1B","green"
"15225","TUBA1B-AS1","blue"
"15226","TUBA1A","blue"
"15227","TUBA1C","green"
"15228","TROAP-AS1","pink"
"15229","PRPH","turquoise"
"15230","TROAP","blue"
"15231","C1QL4","greenyellow"
"15232","DNAJC22","grey"
"15233","SPATS2","red"
"15234","LOC100335030","blue"
"15235","KCNH3","turquoise"
"15236","MCRS1","brown"
"15237","FAM186B","blue"
"15238","PRPF40B","brown"
"15239","FMNL3","grey"
"15240","TMBIM6","green"
"15241","NCKAP5L","grey"
"15242","BCDIN3D-AS1","turquoise"
"15243","BCDIN3D","turquoise"
"15244","FAIM2","yellow"
"15245","AQP2","turquoise"
"15246","AQP5-AS1","turquoise"
"15247","AQP5","midnightblue"
"15248","LOC105369764","turquoise"
"15249","AQP6","turquoise"
"15250","RACGAP1","blue"
"15251","ASIC1","grey"
"15252","SMARCD1","blue"
"15253","GPD1","yellow"
"15254","COX14","grey"
"15255","CERS5","brown"
"15256","LIMA1","blue"
"15257","MIR1293","grey"
"15258","LOC107984505","turquoise"
"15259","FAM186A","turquoise"
"15260","LARP4","turquoise"
"15261","DIP2B","turquoise"
"15262","ATF1","brown"
"15263","TMPRSS12","turquoise"
"15264","TMT1A","yellow"
"15265","HIGD1C","blue"
"15266","SLC11A2","turquoise"
"15267","LETMD1","grey"
"15268","CSRNP2","red"
"15269","TFCP2","grey"
"15270","POU6F1","turquoise"
"15271","DAZAP2","green"
"15272","SMAGP","blue"
"15273","102723983","blue"
"15274","BIN2","magenta"
"15275","CELA1","turquoise"
"15276","GALNT6","black"
"15277","SLC4A8","greenyellow"
"15278","SCN8A","turquoise"
"15279","FIGNL2","yellow"
"15280","ANKRD33","turquoise"
"15281","ACVRL1","yellow"
"15282","ACVR1B","blue"
"15283","TAMALIN-AS1","yellow"
"15284","TAMALIN","yellow"
"15285","NR4A1","blue"
"15286","ATG101","blue"
"15287","LOC112268096","blue"
"15288","KRT80","red"
"15289","LINC02874","turquoise"
"15290","KRT7","turquoise"
"15291","KRT7-AS","turquoise"
"15292","KRT87P","yellow"
"15293","KRT86","yellow"
"15294","KRT81","grey"
"15295","KRT83","blue"
"15296","KRT85","blue"
"15297","KRT84","turquoise"
"15298","KRT82","turquoise"
"15299","KRT75","turquoise"
"15300","KRT6B","midnightblue"
"15301","KRT6C","midnightblue"
"15302","KRT6A","midnightblue"
"15303","KRT5","midnightblue"
"15304","KRT71","turquoise"
"15305","KRT74","turquoise"
"15306","KRT72","turquoise"
"15307","KRT73","turquoise"
"15308","KRT73-AS1","turquoise"
"15309","KRT2","turquoise"
"15310","KRT1","turquoise"
"15311","KRT77","turquoise"
"15312","KRT76","turquoise"
"15313","KRT3","turquoise"
"15314","KRT4","grey"
"15315","KRT79","turquoise"
"15316","KRT78","turquoise"
"15317","KRT8","red"
"15318","MIR9898","red"
"15319","KRT18","yellow"
"15320","EIF4B","blue"
"15321","TNS2-AS1","blue"
"15322","TNS2","blue"
"15323","MIR6757","turquoise"
"15324","SPRYD3","blue"
"15325","IGFBP6","yellow"
"15326","SOAT2","turquoise"
"15327","CSAD","brown"
"15328","ZNF740","grey"
"15329","ITGB7","magenta"
"15330","RARG","blue"
"15331","MFSD5","blue"
"15332","ESPL1","blue"
"15333","PFDN5","turquoise"
"15334","MYG1-AS1","green"
"15335","MYG1","brown"
"15336","AAAS","brown"
"15337","SP7","turquoise"
"15338","SP1","green"
"15339","AMHR2","turquoise"
"15340","PRR13","blue"
"15341","PCBP2","green"
"15342","PCBP2-OT1","green"
"15343","MAP3K12","brown"
"15344","TARBP2","brown"
"15345","ATF7-NPFF","blue"
"15346","NPFF","turquoise"
"15347","ATF7","grey"
