"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"100287102",256.45110552853,1.10635264442374,0.625784253257119,1.76794580347033,0.0770699644959117,0.145007882291752
"653635",1522.55737810955,0.426813144863436,0.412553490387808,1.0345643772453,0.300872397396544,0.420747026400038
"102466751",50.944109485151,1.70768526005416,0.681913064081323,2.50425655410307,0.0122709019264651,0.0330253903699925
"100302278",31.8765247878241,1.55419793869669,1.39208718591604,1.11645158034694,0.264228885134352,0.381127276056749
"645520",122.914965821172,-5.18209394789879,1.03921221509782,-4.9865598889357,6.14638599539822e-07,8.04629177331419e-06
"79501",229.00604930218,-2.2800855244524,1.14761790436207,-1.98679849432972,0.0469447315534883,0.0977581376574057
"100996442",109.937271134029,0.764392611432383,0.504685330799325,1.51459248918872,0.129875635435599,0.218818499210463
"729737",1422.18229595197,1.82488331920297,0.566099832818053,3.22360688594214,0.00126587046629252,0.00508721322838758
"102725121",349.672180901662,0.602456282805267,0.682101048425277,0.883236119041481,0.377108710345504,0.499369116901459
"102723897",1483.55162587744,0.359793702218963,0.430894123703821,0.834993290524126,0.40372148609901,0.525733092457777
"102465909",51.9066016034474,1.62086571921805,0.738459821305358,2.19492743200691,0.0281688036787038,0.0649957886180248
"112268260",54.0010991433422,-0.491507025913102,0.529505779533626,-0.928237320366941,0.353284479407925,0.475581660384608
"729759",208.913683105908,-0.648348935072579,0.999976682295719,-0.648364053433844,0.516749514230267,0.632052868426343
"100132287",1235.99612392538,1.53027484876558,0.467320374636375,3.27457335870771,0.00105821659499607,0.00439279696047916
"101928626",11.1782558523507,-1.35200337161698,1.33503519737957,-1.01270990777675,0.311198744002248,0.431667645765103
"113219467",500.646606536347,2.81204493558671,0.768292669244393,3.66012204483524,0.000252095147755711,0.00133391434653747
"81399",338.110114021262,0.966836730527664,0.458779860198406,2.1074088346196,0.0350821564713436,0.0776351218686676
"100133331",949.009697714219,1.09493447213345,0.469794778490269,2.33066547834383,0.019771005867851,0.0489028225908268
"107984841",142.880814949814,1.71921204942548,0.504900319004513,3.40505241275182,0.000661513560205315,0.00298330554395539
"107984847",178.325905384177,1.76348552732107,0.50697596986625,3.4784400684441,0.000504341201055937,0.00237178666470986
"107984849",102.73398968673,1.34998705449304,0.65841458662139,2.05036018630816,0.04032929535138,0.0867135357103764
"100288069",64.2071411720752,1.30112105607931,0.422404397081381,3.08027346559235,0.00206810612164235,0.00768563448037098
"105378580",39.2737763350928,2.44326709319004,0.488006385167398,5.00662935455639,5.53914417403267e-07,7.35996615355456e-06
"79854",86.6635266310535,1.77686318943588,0.527936988977621,3.36567284833911,0.000763572106765594,0.00336568349459187
"643837",137.835818462768,-0.850328226089093,0.41562706785675,-2.0458923199443,0.0407669661298327,0.087487786812318
"284600",134.516480477805,3.33374943004906,0.998408077579593,3.33906496242594,0.000840609036681339,0.00362947176148136
"100130417",94.2948448842241,2.79172384745943,0.976527950497798,2.85882636133078,0.00425211464473242,0.0139336429878244
"107985728",61.8133143216395,1.71967222759954,0.957869550595538,1.79530942029671,0.0726044149758149,0.138284908250989
"148398",415.056384547555,1.4546601614952,0.559005985020658,2.60222645280165,0.00926206714334487,0.0262745274807458
"26155",1552.72987675238,0.313049965635134,0.356583129452427,0.877915806381129,0.379989410695865,0.50238205276972
"339451",693.330887658036,1.60943720309696,0.473062783464456,3.40216406649094,0.000668544899446799,0.00301132008288731
"84069",805.177754731415,1.96996107372064,0.604893219707261,3.25670880337195,0.00112711997270472,0.00462277330641839
"84808",261.572288939904,1.67807944656425,0.752446942773582,2.23016315326992,0.025736613454029,0.0604100661064635
"57801",564.554845254655,1.11248194129303,0.611216997686778,1.82010962637386,0.0687423119351804,0.13257814006752
"9636",632.234379360354,2.01046844319435,0.807793294347812,2.48884022343555,0.0128160547660539,0.0342529842607314
"375790",9180.98250461492,-0.847022690105225,0.472145394436368,-1.79398697961753,0.0728152470661006,0.138561827922202
"100288175",26.5778146668801,0.940764536000168,0.810680104299031,1.16046333320788,0.245860214026199,0.3607202501346
"112267874",32.2170188929824,0.95880220241548,0.869970456068062,1.10210892304194,0.270414320598089,0.38793921047712
"105378948",92.7435375670266,-0.0441300887057757,0.751774544576056,-0.0587012276807826,0.953190081478341,0.969049585264548
"401934",65.3916971766941,0.170940400499002,0.807272493176304,0.211750557517968,0.832301643131002,0.884642900086848
"54991",759.594418666794,1.66584807105322,0.45185521532794,3.68668550133744,0.000227193847260388,0.00122113132614422
"254099",40.3760539882794,0.971819435090234,1.03456409688754,0.939351595530841,0.347550256299698,0.469730614882227
"406984",35.9073577436123,-0.282483533882601,1.08748362287501,-0.259758885504678,0.795049767126395,0.857340608239757
"406983",39.2201345766964,1.03275391170557,1.1958213159781,0.86363564347475,0.387788077343946,0.510284468186497
"554210",72.6097745572318,1.42916945543393,1.27619099066211,1.11987113675865,0.262768679610019,0.379659712103354
"100506376",82.2456958673418,-1.55086437231605,1.0214673022046,-1.51827118593896,0.128946048394566,0.217580068803005
"254173",233.749935775613,-0.480457719378813,0.803365985052579,-0.598055840449067,0.549802674270456,0.661480940691886
"8784",235.098548396396,1.44984910410199,0.631839513610703,2.2946477275799,0.0217533207130813,0.0528045949838511
"7293",191.293012570203,0.431436695693351,0.596637626524557,0.723113455325455,0.469610183368541,0.589022007751346
"51150",1670.46411886642,-0.727310823476137,0.380611999603976,-1.91089830124352,0.0560176514295651,0.112669701233384
"126792",251.203018636216,-0.946257789362349,0.603466949904955,-1.56803581291632,0.116872774699241,0.2013687378676
